IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,302 ms,4345 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,224 ms,4333 kB/s
47.237.8.82,2082,false,SIN,Asia Pacific,Singapore,222 ms,4324 kB/s
47.245.114.163,8080,false,SIN,Asia Pacific,Singapore,238 ms,4314 kB/s
8.219.100.168,2086,false,SIN,Asia Pacific,Singapore,233 ms,4291 kB/s
47.238.6.102,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,4289 kB/s
47.236.17.193,2086,false,SIN,Asia Pacific,Singapore,246 ms,4283 kB/s
47.242.234.127,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,4279 kB/s
8.219.113.232,2052,false,SIN,Asia Pacific,Singapore,223 ms,4271 kB/s
8.217.193.25,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4263 kB/s
8.218.136.25,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,4259 kB/s
47.243.139.243,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,4253 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,59 ms,4251 kB/s
47.236.158.158,2052,false,SIN,Asia Pacific,Singapore,222 ms,4249 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,234 ms,4244 kB/s
8.219.0.48,2086,false,SIN,Asia Pacific,Singapore,232 ms,4241 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,232 ms,4239 kB/s
47.243.139.85,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,4237 kB/s
47.236.118.216,2086,false,SIN,Asia Pacific,Singapore,235 ms,4235 kB/s
8.222.134.170,2095,false,SIN,Asia Pacific,Singapore,225 ms,4235 kB/s
8.218.136.25,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4229 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,219 ms,4229 kB/s
8.217.193.25,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,4227 kB/s
8.219.42.72,8080,false,SIN,Asia Pacific,Singapore,237 ms,4219 kB/s
8.218.53.110,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4203 kB/s
8.219.209.14,8880,false,SIN,Asia Pacific,Singapore,228 ms,4181 kB/s
47.236.202.91,8880,false,SIN,Asia Pacific,Singapore,227 ms,4178 kB/s
47.238.6.102,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4175 kB/s
8.217.164.10,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,4175 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,240 ms,4172 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,227 ms,4167 kB/s
8.217.193.25,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,4157 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,251 ms,4156 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,236 ms,4153 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,287 ms,4153 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,248 ms,4150 kB/s
47.237.95.156,2086,false,SIN,Asia Pacific,Singapore,240 ms,4144 kB/s
47.88.85.197,2095,false,SJC,North America,San Jose,182 ms,4106 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,221 ms,4103 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,238 ms,4101 kB/s
8.219.209.14,8080,false,SIN,Asia Pacific,Singapore,227 ms,4093 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,222 ms,4091 kB/s
47.236.117.48,2052,false,SIN,Asia Pacific,Singapore,242 ms,4080 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,215 ms,4079 kB/s
8.222.208.38,2086,false,SIN,Asia Pacific,Singapore,241 ms,4073 kB/s
8.218.52.115,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,4066 kB/s
47.236.146.249,80,false,SIN,Asia Pacific,Singapore,243 ms,4065 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,219 ms,4056 kB/s
47.236.104.11,2086,false,SIN,Asia Pacific,Singapore,249 ms,4053 kB/s
8.222.165.117,2086,false,SIN,Asia Pacific,Singapore,268 ms,4050 kB/s
47.237.86.185,8880,false,SIN,Asia Pacific,Singapore,241 ms,4045 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,230 ms,4042 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,295 ms,4035 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,227 ms,4025 kB/s
47.243.5.154,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,4022 kB/s
8.219.99.169,8880,false,SIN,Asia Pacific,Singapore,230 ms,4019 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,245 ms,3978 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,237 ms,3964 kB/s
47.237.95.140,2086,false,SIN,Asia Pacific,Singapore,229 ms,3952 kB/s
8.217.121.207,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3951 kB/s
8.219.42.72,2082,false,SIN,Asia Pacific,Singapore,245 ms,3950 kB/s
8.219.161.129,8080,false,SIN,Asia Pacific,Singapore,243 ms,3947 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,261 ms,3914 kB/s
8.219.113.232,2082,false,SIN,Asia Pacific,Singapore,220 ms,3908 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,221 ms,3907 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,234 ms,3905 kB/s
8.222.136.247,2095,false,SIN,Asia Pacific,Singapore,239 ms,3902 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,237 ms,3897 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,243 ms,3892 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,230 ms,3886 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,223 ms,3883 kB/s
47.236.75.113,2095,false,SIN,Asia Pacific,Singapore,224 ms,3855 kB/s
47.242.234.127,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3839 kB/s
47.242.202.230,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,3831 kB/s
47.237.86.185,2082,false,SIN,Asia Pacific,Singapore,292 ms,3823 kB/s
8.210.39.96,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,3804 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,242 ms,3800 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,238 ms,3796 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,231 ms,3783 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,257 ms,3783 kB/s
47.245.102.52,2095,false,SIN,Asia Pacific,Singapore,253 ms,3773 kB/s
8.218.142.253,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,3763 kB/s
8.218.201.73,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3759 kB/s
47.245.86.230,8080,false,SIN,Asia Pacific,Singapore,276 ms,3740 kB/s
8.219.87.30,8080,false,SIN,Asia Pacific,Singapore,227 ms,3733 kB/s
8.219.170.232,2086,false,SIN,Asia Pacific,Singapore,247 ms,3729 kB/s
8.219.77.222,2082,false,SIN,Asia Pacific,Singapore,295 ms,3725 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,255 ms,3718 kB/s
47.243.169.63,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,3714 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,238 ms,3712 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,277 ms,3705 kB/s
47.237.95.156,8080,false,SIN,Asia Pacific,Singapore,226 ms,3699 kB/s
47.237.14.220,2086,false,SIN,Asia Pacific,Singapore,246 ms,3678 kB/s
8.217.248.220,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,3674 kB/s
47.236.104.11,2052,false,SIN,Asia Pacific,Singapore,259 ms,3660 kB/s
47.242.59.216,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,3656 kB/s
8.219.87.30,8880,false,SIN,Asia Pacific,Singapore,222 ms,3649 kB/s
8.210.207.214,8880,false,HKG,Asia Pacific,Hong Kong,55 ms,3630 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,223 ms,3617 kB/s
8.218.85.128,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,3609 kB/s
47.237.100.206,8880,false,SIN,Asia Pacific,Singapore,280 ms,3595 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,221 ms,3582 kB/s
47.76.77.103,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3581 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3577 kB/s
8.218.11.90,2082,false,HKG,Asia Pacific,Hong Kong,70 ms,3569 kB/s
47.236.158.158,8880,false,SIN,Asia Pacific,Singapore,227 ms,3563 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,243 ms,3560 kB/s
8.210.65.1,80,false,HKG,Asia Pacific,Hong Kong,55 ms,3559 kB/s
8.219.0.48,80,false,SIN,Asia Pacific,Singapore,220 ms,3555 kB/s
8.219.202.130,80,false,SIN,Asia Pacific,Singapore,223 ms,3553 kB/s
8.218.53.110,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,3542 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,232 ms,3542 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,266 ms,3537 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,221 ms,3535 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,224 ms,3525 kB/s
8.219.87.30,80,false,SIN,Asia Pacific,Singapore,238 ms,3523 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,220 ms,3515 kB/s
47.237.86.185,8080,false,SIN,Asia Pacific,Singapore,246 ms,3502 kB/s
8.217.91.121,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,3500 kB/s
47.243.91.58,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,3461 kB/s
8.222.134.170,8880,false,SIN,Asia Pacific,Singapore,218 ms,3457 kB/s
8.219.111.147,80,false,SIN,Asia Pacific,Singapore,252 ms,3446 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,231 ms,3432 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,247 ms,3424 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,342 ms,3424 kB/s
8.222.136.247,80,false,SIN,Asia Pacific,Singapore,260 ms,3423 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,273 ms,3419 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,217 ms,3414 kB/s
8.217.232.246,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,3414 kB/s
47.242.234.127,80,false,HKG,Asia Pacific,Hong Kong,60 ms,3408 kB/s
8.217.91.121,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,3356 kB/s
47.236.189.92,2052,false,SIN,Asia Pacific,Singapore,244 ms,3356 kB/s
8.222.180.86,2095,false,SIN,Asia Pacific,Singapore,246 ms,3352 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,224 ms,3337 kB/s
8.222.208.38,8880,false,SIN,Asia Pacific,Singapore,239 ms,3333 kB/s
47.243.90.180,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,3328 kB/s
8.210.175.109,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,3327 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,275 ms,3325 kB/s
47.76.32.108,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3321 kB/s
8.219.77.222,8080,false,SIN,Asia Pacific,Singapore,284 ms,3311 kB/s
8.218.243.95,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,3282 kB/s
47.236.104.11,8880,false,SIN,Asia Pacific,Singapore,231 ms,3275 kB/s
47.76.178.146,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,3270 kB/s
47.76.94.15,80,false,HKG,Asia Pacific,Hong Kong,61 ms,3269 kB/s
8.222.208.38,80,false,SIN,Asia Pacific,Singapore,233 ms,3262 kB/s
47.236.144.208,2086,false,SIN,Asia Pacific,Singapore,218 ms,3258 kB/s
8.218.243.95,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,3256 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,241 ms,3245 kB/s
47.236.130.95,2052,false,SIN,Asia Pacific,Singapore,229 ms,3241 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,232 ms,3221 kB/s
8.217.164.10,80,false,HKG,Asia Pacific,Hong Kong,67 ms,3215 kB/s
47.236.9.152,8880,false,SIN,Asia Pacific,Singapore,227 ms,3211 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,228 ms,3204 kB/s
8.218.142.253,80,false,HKG,Asia Pacific,Hong Kong,65 ms,3180 kB/s
47.243.91.58,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,3147 kB/s
8.218.174.118,2095,false,HKG,Asia Pacific,Hong Kong,73 ms,3134 kB/s
8.210.65.1,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,3116 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,227 ms,3112 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,220 ms,3112 kB/s
47.236.149.107,8880,false,SIN,Asia Pacific,Singapore,234 ms,3111 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,257 ms,3108 kB/s
8.217.85.14,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3105 kB/s
47.236.170.225,2086,false,SIN,Asia Pacific,Singapore,230 ms,3082 kB/s
8.218.136.25,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,3066 kB/s
47.236.10.100,80,false,SIN,Asia Pacific,Singapore,218 ms,3060 kB/s
47.237.95.156,8880,false,SIN,Asia Pacific,Singapore,236 ms,3042 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,220 ms,3026 kB/s
8.217.49.34,80,false,HKG,Asia Pacific,Hong Kong,56 ms,3022 kB/s
47.236.130.95,80,false,SIN,Asia Pacific,Singapore,239 ms,3017 kB/s
47.243.90.180,80,false,HKG,Asia Pacific,Hong Kong,58 ms,2997 kB/s
47.237.95.156,80,false,SIN,Asia Pacific,Singapore,222 ms,2990 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,2978 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,223 ms,2956 kB/s
47.245.86.230,80,false,SIN,Asia Pacific,Singapore,292 ms,2942 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,226 ms,2940 kB/s
8.210.156.6,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,2928 kB/s
8.222.134.170,80,false,SIN,Asia Pacific,Singapore,221 ms,2911 kB/s
8.210.245.224,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,2898 kB/s
8.218.174.118,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2887 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,237 ms,2871 kB/s
8.217.164.10,8880,false,HKG,Asia Pacific,Hong Kong,65 ms,2816 kB/s
8.218.155.238,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2809 kB/s
47.76.77.103,80,false,HKG,Asia Pacific,Hong Kong,70 ms,2800 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,226 ms,2795 kB/s
8.219.100.168,2052,false,SIN,Asia Pacific,Singapore,226 ms,2794 kB/s
8.219.114.201,8080,false,SIN,Asia Pacific,Singapore,271 ms,2763 kB/s
8.217.49.34,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,2732 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,269 ms,2696 kB/s
47.237.94.140,80,false,SIN,Asia Pacific,Singapore,221 ms,2693 kB/s
8.219.170.232,2095,false,SIN,Asia Pacific,Singapore,236 ms,2685 kB/s
8.218.22.210,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2633 kB/s
47.236.180.24,2082,false,SIN,Asia Pacific,Singapore,223 ms,2629 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,244 ms,2596 kB/s
47.236.150.13,8080,false,SIN,Asia Pacific,Singapore,289 ms,2531 kB/s
8.217.85.14,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,2512 kB/s
8.210.119.11,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2479 kB/s
47.242.59.216,80,false,HKG,Asia Pacific,Hong Kong,62 ms,2457 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,306 ms,2406 kB/s
47.243.173.187,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2388 kB/s
8.217.85.14,80,false,HKG,Asia Pacific,Hong Kong,67 ms,2386 kB/s
8.210.100.23,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,2378 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,217 ms,2361 kB/s
47.242.59.216,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,2361 kB/s
8.219.111.147,8080,false,SIN,Asia Pacific,Singapore,297 ms,2359 kB/s
47.243.206.150,80,false,HKG,Asia Pacific,Hong Kong,60 ms,2358 kB/s
8.218.52.115,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,2354 kB/s
47.243.173.187,80,false,HKG,Asia Pacific,Hong Kong,55 ms,2351 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,67 ms,2320 kB/s
8.217.121.207,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,2289 kB/s
8.218.122.55,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,2245 kB/s
47.76.178.146,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,2241 kB/s
8.218.52.115,80,false,HKG,Asia Pacific,Hong Kong,58 ms,2233 kB/s
8.210.65.1,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,2188 kB/s
8.210.119.11,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,2175 kB/s
8.217.250.222,80,false,HKG,Asia Pacific,Hong Kong,64 ms,2173 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,73 ms,2162 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,250 ms,2152 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,234 ms,2117 kB/s
8.218.48.92,8880,false,HKG,Asia Pacific,Hong Kong,71 ms,2105 kB/s
47.237.95.156,2082,false,SIN,Asia Pacific,Singapore,221 ms,2102 kB/s
8.217.164.10,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,2081 kB/s
8.218.65.237,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,2075 kB/s
47.242.59.216,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,2074 kB/s
8.210.174.156,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,2062 kB/s
47.242.59.216,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,2055 kB/s
8.210.156.6,80,false,HKG,Asia Pacific,Hong Kong,57 ms,2035 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,273 ms,2007 kB/s
47.245.84.124,80,false,SIN,Asia Pacific,Singapore,233 ms,1983 kB/s
47.236.172.95,2095,false,SIN,Asia Pacific,Singapore,272 ms,1903 kB/s
47.243.169.63,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1903 kB/s
8.217.85.14,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1893 kB/s
8.217.239.116,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,1864 kB/s
47.236.170.225,8880,false,SIN,Asia Pacific,Singapore,232 ms,1799 kB/s
8.218.155.238,80,false,HKG,Asia Pacific,Hong Kong,65 ms,1730 kB/s
47.243.91.58,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1720 kB/s
47.251.74.226,80,false,LAX,North America,Los Angeles,182 ms,1699 kB/s
8.217.221.165,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,1670 kB/s
8.210.39.96,80,false,HKG,Asia Pacific,Hong Kong,65 ms,1638 kB/s
47.243.206.150,2086,false,HKG,Asia Pacific,Hong Kong,72 ms,1608 kB/s
8.218.211.17,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,1596 kB/s
8.217.145.40,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,1554 kB/s
8.210.66.190,80,false,HKG,Asia Pacific,Hong Kong,66 ms,1505 kB/s
47.76.159.146,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,1449 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,276 ms,1430 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,312 ms,1328 kB/s
47.243.206.150,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1325 kB/s
47.243.139.85,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,1266 kB/s
47.76.178.146,80,false,HKG,Asia Pacific,Hong Kong,65 ms,1255 kB/s
8.217.248.220,80,false,HKG,Asia Pacific,Hong Kong,58 ms,1236 kB/s
8.218.174.118,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,1202 kB/s
8.218.2.181,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,1195 kB/s
47.243.173.187,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,1124 kB/s
47.243.206.150,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,1025 kB/s
8.218.18.132,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,953 kB/s
8.217.250.222,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,912 kB/s
47.243.139.243,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,898 kB/s
47.242.79.71,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,864 kB/s
8.218.126.53,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,838 kB/s
47.243.90.180,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,800 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,253 ms,787 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,736 kB/s
8.218.2.181,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,732 kB/s
47.243.90.180,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,716 kB/s
47.243.60.150,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,673 kB/s
47.243.91.58,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,644 kB/s
8.210.245.224,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,631 kB/s
8.219.77.141,80,false,SJC,North America,San Jose,245 ms,575 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,229 ms,566 kB/s
47.242.79.71,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,545 kB/s
47.243.60.150,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,483 kB/s
47.243.91.58,80,false,HKG,Asia Pacific,Hong Kong,60 ms,483 kB/s
47.245.84.124,2086,false,SIN,Asia Pacific,Singapore,242 ms,458 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,434 kB/s
8.218.2.181,80,false,HKG,Asia Pacific,Hong Kong,63 ms,426 kB/s
8.210.100.23,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,416 kB/s
47.243.139.243,80,false,HKG,Asia Pacific,Hong Kong,68 ms,343 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,69 ms,342 kB/s
47.243.67.28,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,333 kB/s
47.243.139.243,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,293 kB/s
8.210.100.23,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,279 kB/s
47.243.60.150,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,277 kB/s
47.243.67.28,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,274 kB/s
8.210.119.11,80,false,HKG,Asia Pacific,Hong Kong,73 ms,247 kB/s
149.129.8.215,80,false,SJC,North America,San Jose,93 ms,242 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,277 ms,235 kB/s
8.210.100.23,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,220 kB/s
8.219.237.250,2095,false,SIN,Asia Pacific,Singapore,260 ms,107 kB/s
8.217.250.222,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,84 kB/s
47.243.139.243,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,81 kB/s
47.76.146.1,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,77 kB/s
8.219.237.250,2052,false,SIN,Asia Pacific,Singapore,285 ms,71 kB/s
47.57.14.118,80,false,SJC,North America,San Jose,67 ms,71 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,65 ms,68 kB/s
47.243.60.150,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,35 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,68 ms,10 kB/s
8.217.251.62,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,237 ms,0 kB/s
8.217.85.14,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.217.250.222,8880,false,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
47.237.95.156,2052,false,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
8.217.248.220,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.218.2.181,2086,false,HKG,Asia Pacific,Hong Kong,54 ms,0 kB/s
8.210.119.11,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.210.107.246,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.218.126.53,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,236 ms,0 kB/s
47.243.60.150,80,false,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
47.236.169.141,8080,false,SIN,Asia Pacific,Singapore,226 ms,0 kB/s
8.218.188.129,2095,false,HKG,Asia Pacific,Hong Kong,86 ms,0 kB/s
8.218.243.95,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
47.242.232.14,2082,false,HKG,Asia Pacific,Hong Kong,73 ms,0 kB/s
47.243.139.243,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,227 ms,0 kB/s
8.219.237.250,80,false,SIN,Asia Pacific,Singapore,247 ms,0 kB/s
8.218.155.238,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.188.129,2052,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
47.76.159.146,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.236.130.95,2086,false,SIN,Asia Pacific,Singapore,232 ms,0 kB/s
8.218.174.118,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
